,title,links,song_lyric,artist
277,imagine ,http://www.lyrics.com/lyric/8892332/Madonna/Imagine+%5BLive%5D,NaN,1
278,imagine,http://www.lyrics.com/lyric/30372626/Madonna/Imagine,NaN,1
279,susan macleod/into the groove,http://www.lyrics.com/lyric/30372625/Madonna/Susan+MacLeod-Into+the+Groove,NaN,1
280,jump ,http://www.lyrics.com/lyric/9825037/Madonna/Jump+%5BRadio+Edit%5D,NaN,1
281,history ,http://www.lyrics.com/lyric/28774431/Madonna/History+%5BNon-Album+Track%5D,NaN,1
282,history,http://www.lyrics.com/lyric/9825042/Madonna/History,NaN,1
283,"don't cry for me argentina, song ",http://www.lyrics.com/lyric/27122462/Madonna/Don%27t+Cry+for+Me+Argentina%2C+song+%28for+the+musical+Evita%29,NaN,1
284,beautiful stranger ,http://www.lyrics.com/lyric/10286559/Madonna/Beautiful+Stranger+%5BCalderone+Mix%5D,NaN,1
285,be careful ,http://www.lyrics.com/lyric/12459718/Madonna/Be+Careful+%28Cuidado+Con+Mi+Corazon%29+%5BCuidado+con+Mi+Coraz%C3%B3n%5D,NaN,1
286,nothing really matters ,http://www.lyrics.com/lyric/8644441/Madonna/Nothing+Really+Matters+%5BKruder+%26+Dorfmeister+Remix%5D,NaN,1
287,fighting spirit,http://www.lyrics.com/lyric/8542380/Madonna/Fighting+Spirit,NaN,1
288,the rain,http://www.lyrics.com/lyric/18925379/Madonna/The+Rain,NaN,1
289,i'll remember ,http://www.lyrics.com/lyric/7241400/Madonna/I%27ll+Remember+%5BFrom+with+Honors%5D,NaN,1
290,love profusion ,http://www.lyrics.com/lyric/6821681/Madonna/Love+Profusion+%5BAlbum+Version%5D,NaN,1
291,american life ,http://www.lyrics.com/lyric/6412582/Madonna/American+Life+%5BPeter+Rauhofer%27s+American+Anthem%2C+Pt.+1%5D,NaN,1
292,hollywood ,http://www.lyrics.com/lyric/6573469/Madonna/Hollywood+%5BRadio+Edit%5D,NaN,1
293,nothing fails ,http://www.lyrics.com/lyric/7423019/Madonna/Nothing+Fails+%5BNevins+Global+Dub%5D,NaN,1
294,laugh to keep from crying,http://www.lyrics.com/lyric/11151032/Madonna/Laugh+to+Keep+from+Crying,NaN,1
295,crimes of passion,http://www.lyrics.com/lyric/11151033/Madonna/Crimes+of+Passion,NaN,1
296,ain't no big deal ,http://www.lyrics.com/lyric/11151034/Madonna/Ain%27t+No+Big+Deal+%5B%2797+Edit%5D,NaN,1
297,stay ,http://www.lyrics.com/lyric/11151039/Madonna/Stay+%5B%2781+Mix%5D,NaN,1
298,don't you know?,http://www.lyrics.com/lyric/11151040/Madonna/Don%27t+You+Know%3F,NaN,1
299,your honesty ,http://www.lyrics.com/lyric/6696568/Madonna/Your+Honesty+%5B%23%5D,NaN,1
300,drowned world/substitute for love ,http://www.lyrics.com/lyric/5763663/Madonna/Drowned+World-Substitute+for+Love+%5BBT+and+Sasha%27s+Bucklodge+Ashram+Rem%5D,NaN,1
301,rainbow high ,http://www.lyrics.com/lyric/5435384/Madonna/Rainbow+High+%5BFrom+Evita%5D,NaN,1
302,don't tell me ,http://www.lyrics.com/lyric/5423635/Madonna/Don%27t+Tell+Me+%5BThunderpuss+Anthem%5D,NaN,1
303,skin ,http://www.lyrics.com/lyric/4632524/Madonna/Skin+%5Bthe+Collaboration+Mix%5D,NaN,1
304,rescue me,http://www.lyrics.com/lyric/5035156/Madonna/Rescue+Me,NaN,1
305,this used to be my playground,http://www.lyrics.com/lyric/5035162/Madonna/This+Used+to+Be+My+Playground,NaN,1
306,love don't live here anymore ,http://www.lyrics.com/lyric/5035164/Madonna/Love+Don%27t+Live+Here+Anymore+%5BRemix%5D,NaN,1
307,something to remember,http://www.lyrics.com/lyric/5035165/Madonna/Something+to+Remember,NaN,1
308,one more chance,http://www.lyrics.com/lyric/5035167/Madonna/One+More+Chance,NaN,1
309,i want you ,http://www.lyrics.com/lyric/5035170/Madonna/I+Want+You+%5BOrchestral%5D,NaN,1
310,cyber-raga ,http://www.lyrics.com/lyric/4097841/Madonna/Cyber-Raga+%5B%2A%5D,NaN,1
311,cyber-raga,http://www.lyrics.com/lyric/10399575/Madonna/Cyber-Raga,NaN,1
312,lo que siente la mujer ,http://www.lyrics.com/lyric/4892602/Madonna/Lo+Que+Siente+la+Mujer+%28What+It+Feels+Like+for+a+Girl%29,NaN,1
313,time stood still,http://www.lyrics.com/lyric/28792622/Madonna/Time+Stood+Still,NaN,1
314,sky fits heaven ,http://www.lyrics.com/lyric/3234042/Madonna/Sky+Fits+Heaven+%5BCalderone+Future+Mix%5D,NaN,1
315,power of good-bye ,http://www.lyrics.com/lyric/18565881/Madonna/Power+of+Good-Bye+%5BAlbum+Version%5D,NaN,1
316,the power of good-bye ,http://www.lyrics.com/lyric/4297381/Madonna/The+Power+of+Good-Bye+%5BAlbum+Version%5D,NaN,1
317,little star ,http://www.lyrics.com/lyric/19426589/Madonna/Little+Star+%5BAlbum+Version%5D,NaN,1
318,waltz for eva and che,http://www.lyrics.com/lyric/4806982/Madonna/Waltz+for+Eva+and+Che,NaN,1
319,waltz for eva & che,http://www.lyrics.com/lyric/18340734/Madonna/Waltz+For+Eva+%26+Che,NaN,1
320,this used to be my playground ,http://www.lyrics.com/lyric/98835/Madonna/This+Used+to+Be+My+Playground+%5BInstrumental%5D,NaN,1
321,"jimmy, jimmy",http://www.lyrics.com/lyric/29531950/Madonna/Jimmy%2C+Jimmy,NaN,1
322,give it to me,http://www.lyrics.com/lyric/4559578/Madonna/Give+It+To+Me,NaN,1
323,get down,http://www.lyrics.com/lyric/4559580/Madonna/Get+Down,NaN,1
324,bittersweet,http://www.lyrics.com/lyric/15096733/Madonna/Bittersweet,NaN,1
325,back in business,http://www.lyrics.com/lyric/2372427/Madonna/Back+In+Business,NaN,1
326,dress you up ,http://www.lyrics.com/lyric/5648180/Madonna/Dress+You+Up+%5BThe+12%22+Formal+Mix%5D,NaN,1
327,fever ,http://www.lyrics.com/lyric/26244858/Madonna/Fever+%5BHot+Sweat+12%22%5D,NaN,1
328,i'll remember,http://www.lyrics.com/lyric/14552599/Madonna/I%27ll+Remember,NaN,1
329,everybody ,http://www.lyrics.com/lyric/2402720/Madonna/Everybody+%5B%2797%5D,NaN,1
330,has to be ,http://www.lyrics.com/lyric/4023699/Madonna/Has+to+Be+%5B%2A%5D,NaN,1
331,wild dancing,http://www.lyrics.com/lyric/3170880/Madonna/Wild+Dancing,NaN,1
332,on the street,http://www.lyrics.com/lyric/3170884/Madonna/On+the+Street,NaN,1
333,gambler,http://www.lyrics.com/lyric/9859142/Madonna/Gambler,NaN,1
334,who's that girl ,http://www.lyrics.com/lyric/2699048/Madonna/Who%27s+That+Girl+%5BFrom+Who%27s+That+Girl%3F%5D,NaN,1
335,a new argentina ,http://www.lyrics.com/lyric/27016546/Madonna/A+New+Argentina+%5BFrom+Evita%5D,NaN,1
336,another suitcase in another hall,http://www.lyrics.com/lyric/4923428/Madonna/Another+Suitcase+in+Another+Hall,NaN,1
337,hello and goodbye,http://www.lyrics.com/lyric/4923431/Madonna/Hello+and+Goodbye,NaN,1
338,freedom,http://www.lyrics.com/lyric/1494070/Madonna/Freedom,NaN,1
339,don't cry for me argentina ,http://www.lyrics.com/lyric/10322396/Madonna/Don%27t+Cry+for+Me+Argentina+%5BFrom+Evita%5D,NaN,1
340,santa evita,http://www.lyrics.com/lyric/5851582/Madonna/Santa+Evita,NaN,1
341,latin chant,http://www.lyrics.com/lyric/5851583/Madonna/Latin+Chant,NaN,1
342,"a cinema in buenos aires, 26 july 1952",http://www.lyrics.com/lyric/23687170/Madonna/A+Cinema+in+Buenos+Aires%2C+26+July+1952,NaN,1
343,requiem for evita,http://www.lyrics.com/lyric/23687149/Madonna/Requiem+For+Evita,NaN,1
344,eva and magaldi/eva beware of the city,http://www.lyrics.com/lyric/23687161/Madonna/Eva+and+Magaldi-Eva+Beware+of+the+City,NaN,1
345,peron's latest flame,http://www.lyrics.com/lyric/23687145/Madonna/Peron%27s+Latest+Flame,NaN,1
346,on the balcony of the casa rosada 2,http://www.lyrics.com/lyric/23687155/Madonna/On+the+Balcony+of+the+Casa+Rosada+2,NaN,1
347,partido feminista,http://www.lyrics.com/lyric/23687180/Madonna/Partido+Feminista,NaN,1
348,eva's final broadcast,http://www.lyrics.com/lyric/23687159/Madonna/Eva%27s+Final+Broadcast,NaN,1
349,goodnight and thank you,http://www.lyrics.com/lyric/30387798/Madonna/Goodnight+and+Thank+You,NaN,1
350,buenos aires,http://www.lyrics.com/lyric/30387800/Madonna/Buenos+Aires,NaN,1
351,charity concert/the art of the possible,http://www.lyrics.com/lyric/30387796/Madonna/Charity+Concert-The+Art+of+the+Possible,NaN,1
352,a new argentina,http://www.lyrics.com/lyric/30387792/Madonna/A+New+Argentina,NaN,1
353,i'd be surprisingly good for you,http://www.lyrics.com/lyric/30387795/Madonna/I%27d+Be+Surprisingly+Good+for+You,NaN,1
354,the actress hasn't learned the lines ,http://www.lyrics.com/lyric/30387785/Madonna/The+Actress+Hasn%27t+Learned+the+Lines+%28You%27d+Like+to+Hear%29,NaN,1
355,rainbow tour,http://www.lyrics.com/lyric/30387786/Madonna/Rainbow+Tour,NaN,1
356,your little body's slowly breaking down,http://www.lyrics.com/lyric/30387779/Madonna/Your+Little+Body%27s+Slowly+Breaking+Down,NaN,1
357,eva and magaldi / eva beware of the city,http://www.lyrics.com/lyric/25262743/Madonna/Eva+and+Magaldi+-+Eva+Beware+of+the+City,NaN,1
358,lament ,http://www.lyrics.com/lyric/5070975/Madonna/Lament+%5BFrom+Evita%5D,NaN,1
359,guilty by association,http://www.lyrics.com/lyric/1087578/Madonna/Guilty+by+Association,NaN,1
360,waltz for eva and che ,http://www.lyrics.com/lyric/5070595/Madonna/Waltz+for+Eva+and+Che+%5BFrom+Evita%5D,NaN,1
361,bedtime story ,http://www.lyrics.com/lyric/26837904/Madonna/Bedtime+Story+%5BJunior%27s+Wet+Dream+Mix%5D,NaN,1
362,survival ,http://www.lyrics.com/lyric/1539953/Madonna/Survival+%5BAlbum+Version%5D,NaN,1
363,supernatural ,http://www.lyrics.com/lyric/17096793/Madonna/Supernatural+%5B%23%5D,NaN,1
364,look of love,http://www.lyrics.com/lyric/10372605/Madonna/Look+of+Love,NaN,1
365,you'll see ,http://www.lyrics.com/lyric/4285823/Madonna/You%27ll+See+%5B%23%5D,NaN,1
366,one more chance ,http://www.lyrics.com/lyric/4285830/Madonna/One+More+Chance+%5B%23%5D,NaN,1
367,oh father ,http://www.lyrics.com/lyric/28894968/Madonna/Oh+Father+%5BAlternate+Album+Version%5D,NaN,1
368,time to dance ,http://www.lyrics.com/lyric/23042494/Madonna/Time+to+Dance+%5BInstrumental+Mix%5D,NaN,1
369,shake ,http://www.lyrics.com/lyric/23042493/Madonna/Shake+%5BInstrumental+Mix%5D,NaN,1
370,get down ,http://www.lyrics.com/lyric/5300516/Madonna/Get+Down+%5Bextended+mix%5D,NaN,1
371,beast within,http://www.lyrics.com/lyric/25798617/Madonna/Beast+Within,NaN,1
372,goodbye to innocence ,http://www.lyrics.com/lyric/1534652/Madonna/Goodbye+to+Innocence+%5B%23%5D,NaN,1
373,let down your guard,http://www.lyrics.com/lyric/4632459/Madonna/Let+Down+Your+Guard,NaN,1
374,let down your guard ,http://www.lyrics.com/lyric/1288566/Madonna/Let+Down+Your+Guard+%5BNon-Album+Track%5D%5BMix%5D,NaN,1
375,take a bow ,http://www.lyrics.com/lyric/2232419/Madonna/Take+a+Bow+%5BIndasoul+Instrumental+mix%5D%5BInstrumental%5D,NaN,1
376,bye bye baby ,http://www.lyrics.com/lyric/4624526/Madonna/Bye+Bye+Baby+%5BAlbum+Version%5D,NaN,1
377,up down suite,http://www.lyrics.com/lyric/4427659/Madonna/Up+Down+Suite,NaN,1
378,rain ,http://www.lyrics.com/lyric/4427660/Madonna/Rain+%5BAlbum+Version%5D,NaN,1
379,up down suite ,http://www.lyrics.com/lyric/4784610/Madonna/Up+Down+Suite+%5BNon-Album+Track%5D,NaN,1
380,deeper and deeper ,http://www.lyrics.com/lyric/26181320/Madonna/Deeper+and+Deeper+%5BShep%27s+Fierce+Deeper+Dub%5D,NaN,1
381,rescue me ,http://www.lyrics.com/lyric/4765705/Madonna/Rescue+Me+%5BTitanic+Vocal%5D,NaN,1
382,more,http://www.lyrics.com/lyric/8944409/Madonna/More,NaN,1
383,he's a man,http://www.lyrics.com/lyric/19613940/Madonna/He%27s+a+Man,NaN,1
384,cry baby,http://www.lyrics.com/lyric/19613936/Madonna/Cry+Baby,NaN,1
385,what can you lose ,http://www.lyrics.com/lyric/19613932/Madonna/What+Can+You+Lose+%5BFrom+Dick+Tracy%5D,NaN,1
386,what can you lose,http://www.lyrics.com/lyric/28840279/Madonna/What+Can+You+Lose,NaN,1
387,"now i'm following you, pt. 1",http://www.lyrics.com/lyric/19613931/Madonna/Now+I%27m+Following+You%2C+Pt.+1,NaN,1
388,"now i'm following you, pt. 2",http://www.lyrics.com/lyric/19613930/Madonna/Now+I%27m+Following+You%2C+Pt.+2,NaN,1
389,keep it together ,http://www.lyrics.com/lyric/4466589/Madonna/Keep+It+Together+%5BDub%5D,NaN,1
390,open your heart ,http://www.lyrics.com/lyric/31761623/Madonna/Open+Your+Heart+%5BExtended+Version%5D,NaN,1
391,ain't no big deal,http://www.lyrics.com/lyric/8944432/Madonna/Ain%27t+No+Big+Deal,NaN,1
392,spanish eyes,http://www.lyrics.com/lyric/26178779/Madonna/Spanish+Eyes,NaN,1
393,causing a commotion ,http://www.lyrics.com/lyric/1125350/Madonna/Causing+a+Commotion+%5BSilver+Screen+Mix%5D,NaN,1
394,step by step,http://www.lyrics.com/lyric/19652884/Madonna/Step+By+Step,NaN,1
395,turn it up,http://www.lyrics.com/lyric/19652883/Madonna/Turn+It+Up,NaN,1
396,best thing ever,http://www.lyrics.com/lyric/28812592/Madonna/Best+Thing+Ever,NaN,1
397,can't stop,http://www.lyrics.com/lyric/28812591/Madonna/Can%27t+Stop,NaN,1
398,spotlight,http://www.lyrics.com/lyric/2812130/Madonna/Spotlight,NaN,1
399,papa don't preach ,http://www.lyrics.com/lyric/4502799/Madonna/Papa+Don%27t+Preach+%5BExtended+Rmx%5D,NaN,1
400,bitch i'm madonna ,http://www.lyrics.com/lyric/31979247/Madonna/Bitch+I%27m+Madonna+%5BOscar+G+305+Dub%5D,NaN,1
401,supernatural,http://www.lyrics.com/lyric/26285630/Madonna/Supernatural,NaN,1
402,i love new york ,http://www.lyrics.com/lyric/26714396/Madonna/I+Love+New+York+%5BThin+White+Duke%5D,NaN,1
403,let it will be ,http://www.lyrics.com/lyric/26714368/Madonna/Let+It+Will+Be+%5BPaper+Faces%5D,NaN,1
404,i’m addicted,http://www.lyrics.com/lyric/35446722/Madonna/I%E2%80%99m+Addicted,"When did your name change from a word to a charm?
No other sound makes the hair stand up on the back of my arm
All of the letters push to the front of my mouth
And saying your name is somewhere between a prayer and a shout
And I can't get it out

When did your name change from language to magic?
I'd write it again on the back of my hand,
And I know it sounds tragic

It feels like a drug
And I can't get enough
And it fits like a glove
I'm addicted to your love
(I'm addicted to your love)
I'm addicted to your love
I'm addicted, I'm addicted, I'm addicted to your
I'm addicted, I'm addicted, I'm addicted to your love

Now that your name
Pumps like the blood in my veins
Pulse through my body, igniting my mind
It's like MDNA and that's OK

It feels like a drug
And I can't get enough
And it fits like a glove
I'm addicted to your love
I'm addicted, I'm addicted, I'm addicted to your love
I'm addicted, I'm addicted, I'm addicted to your love

I need this exchange
I don't care if you think that I'm strange
Something happens to me when I hear your voice
Something happens to me and I have no choice

I need to hear your name
Everything feels so strange
I'm ready to take this chance
I need to dance

It feels like a drug
And I can't get enough
And it fits like a glove
I'm addicted to your love
I'm addicted, I'm addicted, I'm addicted to your love
I'm addicted, I'm addicted, I'm addicted to your love
MDNA, MDNA, MDNA, MDNA (I'm addicted)
MDNA, MDNA, MDNA, MDNA (I'm addicted)
MDNA, MDNA, MDNA, MDNA (I'm addicted)
MDNA, MDNA, MDNA, MDNA (I'm addicted)
MDNA, MDNA, MDNA, MDNA (I'm addicted)",1
405,i don’t give a,http://www.lyrics.com/lyric/35446718/Madonna/I+Don%E2%80%99t+Give+A,"Wake up ex-wife
This is your life
Children on your own
Turning on the telephone
Messengers, manager
No time for a manicure
Working out, shake my ass
I know how to multi-task
Connecting to the WIFI
Went from nerd to superb
Have you seen the new guy?
I forgot the password
Gotta call the babysitter
Tweetin’ on the elevator
I could take a helicopter
I don’t even feel the pressure

I’m gonna be okay
I don’t care what the people say
I’m gonna be alright
Gonna live fast and I’m gonna live right

I’m moving fast can you follow my track?
I’m moving fast and I like it like that
I do ten things all at once
And if you have a problem
I don’t give a

You were so mad at me
Who’s got custody
Lawyers suck it up
Didn’t have a pre-nup
Make a film, write a song
Gotta get my stockings on
Meet the press, buy the dress
All of this to impress
Ride my horse, break some bones
Take it down a semitone
I forgot to say my prayers
Baby Jesus on the stairs
Gotta sign a contract
Gotta get my money back
All the biters have to go
Standing in the front row

I’m gonna be okay
I don’t care what the people say
I’m gonna be alright
Gonna live fast and I’m gonna live right

I’m moving fast can you follow my track?
I’m moving fast and I like it like that
I do ten things all at once
And if you have a problem
I don’t give a

I tried to be a good girl
I tried to be your wife
Diminished myself
And I swallowed my light
I tried to become all
That you expect of me
And if it was a failure
I don’t give a

I don’t give a
I don’t give a
I don’t give a
I don’t give a

Shots fire, anything you hear Nicki on, that's fire
You don't hear them bums on nothin', that's fire
Tell 'em, catch fire
In the Bugatti, ten grand, one tire
Ayo Madonna, Nicki ah say you original Don Dada
Inna ya Gabbana, Inna all ya Prada
We material girls, ain't nobody hotter
Pops collar
See I really can't relate to your Volvo
And you can't get these shoes at a Aldo
When I let a dude go, that's his loss
I was cuttin' him checks, I was his boss
Yo I don't give a f you, a curse, nor bless you
Never let them stress you.
I ain't a business woman, I'm a business, woman
And I'm known for giving bitches the business, woman

I’m gonna be okay
I don’t care what the people say
I’m gonna be alright
Gonna live fast and I’m gonna live right

I’m moving fast can you follow my track?
I’m moving fast and I like it like that
I do ten things all at once
And if you have a problem
I don’t give a

There's only one queen, and that's Madonna",1
406,the rain ,http://www.lyrics.com/lyric/30391539/Madonna/The+Rain+%5BJoey+London+Boogie+Dub%5D,"I feel it
It's coming

Rain
Feel it on my finger tips, hear it on my window pane
Your love's coming down like
Rain
Wash away my sorrow, take away my pain
Your love's coming down like
Rain

When your lips are burning mine
And you take the time to tell me how you feel
When you listen to my words
And I know you've heard, I know it's real
Rain is what this thunder brings
For the first time I can hear my heart sing
Call me a fool but I know I'm not
I'm gonna stand out here on the mountain top
Till I feel your

Rain
Feel it on my finger tips, hear it on my window pane
Your love's coming down like
Rain
Wash away my sorrow, take away my pain
Your love's coming down like
Rain

When you looked into my eyes, and you said goodbye
Could you see my tears
When I turned the other way
Did you hear me say
I'd wait for all the dark clouds bursting in a perfect sky
You promised me when you said goodbye
That you'd return when the storm was done
And now I'll wait for the light, I'll wait for the sun
Till I feel your

Rain
Feel it on my finger tips, hear it on my window pane
Your love's coming down like
Rain
Wash away my sorrow, take away my pain
Your love's coming down like
Rain

Here comes the sun...here comes the sun
And I say...never go away

Waiting is the hardest thing
I tell myself that if I believe in you
In the dream of you
With all my heart and all my soul
That by sheer force of will
I will raise you from the ground
And without a sound you'll appear
And surrender to me
To love

Rain is what the thunder brings
For the first time I can hear my heart sing
Call me a fool but I know I'm not
I'm gonna stand out here on the mountain top
Till I feel your

Rain
I feel it
It's coming
Your love's coming down like
Rain

I'll stand out on the mountain top
Until I hear you call
My name

Rain",1
407,isla bonita,http://www.lyrics.com/lyric/18571955/Madonna/Isla+Bonita,"Como puede ser verdad
 
Last night I dreamt of San Pedro
Just like I'd never gone, I knew the song
A young girl with eyes like the desert
It all seems like yesterday, not far away

Tropical the island breeze
All of nature wild and free
This is where I long to be
La isla bonita
And when the samba played
The sun would set so high
Ring through my ears and sting my eyes
Your Spanish lullaby

I fell in love with San Pedro
Warm wind carried on the sea, he called to me
Te dijo te amo
I prayed that the days would last
They went so fast

Tropical the island breeze
All of nature wild and free
This is where I long to be
La isla bonita
And when the samba played
The sun would set so high
Ring through my ears and sting my eyes
Your Spanish lullaby

I want to be where the sun warms the sky
When it's time for siesta you can watch them go by
Beautiful faces, no cares in this world
Where a girl loves a boy, and a boy loves a girl

Last night I dreamt of San Pedro
It all seems like yesterday, not far away

Tropical the island breeze
All of nature wild and free
This is where I long to be
La isla bonita
And when the samba played
The sun would set so high
Ring through my ears and sting my eyes
Your Spanish lullaby

Tropical the island breeze
All of nature wild and free
This is where I long to be
La isla bonita
And when the samba played
The sun would set so high
Ring through my ears and sting my eyes
Your Spanish lullaby

La la la la la la la
Te dijo te amo
La la la la la la la
El dijo que te ama",1
408,funana,http://www.lyrics.com/lyric-lf/1549889/Madonna/Funana,"Let's go dancing
Let's go dancing

No more crying, no more yelling
No more waiting, no more figting
Times are a changing, we all need freedom
More understanding, 'cause our hearts are bleeding

Nao funana, nao funana
Nao, nao funana, nao funana

No more sirens, no more sickness
No more hunger, no more sadness
Tonight we go dancing, our souls are starving
Let's get together, happiness my darling

Let's go dancing
Let's go dancing

We need Elvis and Bob Marley
We need Whitney, we need James Brown
Tonight we go dancing, our souls are starving
Let's get together, happiness my darling

Nao, nao funana, nao, nao funana
Nao, nao funana, nao funana

Let's go dancing
Let's go dancing
Let's go dancing
Let's go dancing

Nao funana, nao funana
Nao, nao funana, nao funana

We need Aretha and George Michael
We need Bowie, we need 2Pac
And Da Vinci and Mac Miller
Freddie Mercury, Prince Rogers Nelson

Let's go dancing
Let's go dancing
Let's go dancing
Let's go dancing

We need Elvis, we need Bowie
We need Whitney, We need James Brown
And Bob Marley, Aretha Franklin
We need 2Pac, Prince Rogers Nelson",1
409,the beat is so crazy,http://www.lyrics.com/lyric-lf/8837/Madonna/The+Beat+Is+So+Crazy,"Some nights, all alone
Thoughts of you come creepin' in
Temporarily insane
Cause you're never gonna change, no

We had good times with the bad
Always out with what we had
Keep your pride, I'm not mad
Make me feel like loves a fad
I'd always thought
We'd be happily forever

The beat is so crazy
It makes me wanna let go
And totally forget today
I'm better off anyway
O-oh, oh, oh, o-oh

Never thought I was the type to hang around
Lied to myself constantly
Bout the person I thought you would be
Who's to blame, I guess it's me
I cause my own misery
Tit for tat, this and that
I needed my own life back
Now here I am
I'm so happy it's time to move on

The beat is so crazy
It makes me wanna let go
And totally forget today
I'm better off anyway
O-oh, oh, oh, o-oh

We had, we had, we had, we had
(Are you listening?)
We had good times with the bad
Always out with what we had
Keep your pride, I'm not mad
Make me feel like loves a fad
I'd always thought, we'd be happily forever

I'd always thought (what you want her to do?) now here I am
I'd always thought (why can't you listen?) we'd be happily forever

The beat is so crazy
It makes me wanna let go
And totally forget today
I'm better off anyway
O-oh, oh, oh, o-oh",1
410,killers who are partying,http://www.lyrics.com/lyric-lf/1549839/Madonna/Killers+Who+Are+Partying,"I will be gay, if the gay are burned
I'll be Africa, if Africa is shut down
I will be poor, if the poor are humiliated
I'll be a child, if the children are exploited

I know what I am
And I know what I'm not

O mundo é selvagem
O caminho é solitário (é, é, é, é)
O mundo é selvagem
O caminho é solitário
É, é, é
(É, é, é, é)
(É, é, é, é)
(É, é, é, é)

I'll be Islam, if Islam is hated
I'll be Israel, if they're incarcerated
I'll be Native Indian, if the Indian has been taken
And I'll be a woman, if she's raped and her heart is breaking

I know what I am (God knows what I am)
And I know what I'm not (and He knows what I'm not)
Do you know who you are? (Mm)
Will we know when to stop?

O mundo é selvagem
O caminho é solitário (é, é, é, é)
O mundo é selvagem
O caminho é solitário
É, é, é

E eu sei o que sou
E o que não sou (é, é, é, é)
E eu sei o que sou
E o que não sou (é, é, é, é)
O mundo (wild is the world)
Wild is the world (é selvagem)
Wild is the world (é, é, é, é)

I know what I am (God knows what I am)
And I know what I'm not (and He knows what I'm not)
Do you know who you are? (Mm)
Will we know

Wild
To come to you",1
411,batuka,http://www.lyrics.com/lyric-lf/1549834/Madonna/Batuka,"It's a long way (it's a long way)
It's a long way (it's a long way)
It's a long day (it's a long day)
It's a long day (it's a long day)

Lord have Mercy (Lord have Mercy)
Things have got to change (things have got to change)
There's a storm ahead (there's a storm ahead)
I hear the wind blowing (I hear the wind blowing)
Let me catch my breath (let me catch my breath)
Will we win this race? (Will we win this race?)
Swear the road is long (swear the road is long)
And the highway listens (and the highway listens)

'Cause it's a long way ('cause it's a long way)
It's a long way (it's a long way)
'Cause it's a long day ('cause it's a long day)
It's a long day (it's a long day)

I was up all night
I said a little prayer
Get that old man
Put him in a jail
Where he can't stop us (where he can't stop us)
Where he can't hurt us (where he can't hurt us)
We will stand tall (we will stand tall)
Underneath this tree (underneath this tree)
'Cause it's a

'Cause it's a long way ('cause it's a long way)
It's a long way (it's a long way)
'Cause it's a long day ('cause it's a long day)
It's a long day

But when we can stop it all (but when we can stop it all)
In the right way (in the right way)
Will we stand together? (Will we stand together?)
It's a new day (it's a new day)
So don't judge a human (so don't judge a human)
'Til you're in their shoes ('til you're in their shoes)
If you have a dream (if you have a dream)
Then you can't stop us (then you can't stop us)

Sing, ""Hallelujah"" (sing, ""Hallelujah"")
Say, ""Amen"" (say, ""Amen"")
Sing, ""Hallelujah"" (sing, ""Hallelujah"")
And say, ""Amen"" (and say, ""Amen"")
I say, ""Oh, yeah"" (I say, ""Oh, yeah"")
I said, ""Oh, yeah"" (I said, ""Oh, yeah"")
I say, ""Amen"" (I say, ""Amen"")
I sing, ""Hallelujah"" (I sing, ""Hallelujah"")

'Cause it's a long way ('cause it's a long way)
It's a long way (it's a long way)
'Cause it's a long day ('cause it's a long day)
It's a long day",1
